fq	label
不想使用外汇账户了怎么办	203
提示还贷款是什么意思	39
手机银行如何汇款	481
贷记卡扣款顺序	420
如何撤销无卡取款预约	252
贷款是怎么贷的	228
在国外取现金有额度控制吗	93
Ⅱ类账户有限额吗	213
只要是在云南任意网点都可以申请贷计卡吗	230
现金分期未按时还款怎么计收利息	21
金融社保卡如何销户	453
银行卡打失了要本人才可以挂失吗	57
可以修改银行卡在营业厅预留的手机号码吗	124
为什么贷款不了	228
怎么才能开通三惠卡	228
可以线上办理信有卡吗	230
信用卡还款了没额度是怎么的	40
自助设备存款手续费如何收取	181
在美团用信用卡积分用不了	254
可以申请理财型房贷吗	228
什么是酒店预授权	153
手机银行转账怎么收费	76
按日贷是分期还的吗	122
推荐一下理财产品	480
贷记卡续卡需要多久能收到	163
办信贷卡需要什么证件	230
交通罚款怎样通过个人网银进行缴纳	222
他行卡在我行自助设备被吞卡	126
24小时了为什么自助设备转账还没有到账	159
储蓄卡换卡怎么收费	338
办理信用卡	230
离我最近的网点在哪	308
怎么申请货记卡	230
微信提现失败怎么办	450
还款后惠农卡是否可以继续借款	14
信用卡刷卡提示不能降级消费怎么办	447
开通储蓄卡账户交易提醒	108
请问怎么样还信用卡	109
如何通过个人网上银行证书版缴话费	117
可以用身份证查询信用卡卡号吗	209
手机上为啥还不了贷款	461
Ⅱ类账户功能	213
贷记卡已核发为什么还拿不到	19
开通电子社保卡缴费结算功能	436
在哪里可以办到信用卡	230
怎么我从微信里转的钱还没有到账呢	450
我提现到微信怎么没到账	450
个人网银转账累计落地限额是多少	2
二类卡是什么卡	213
我想申请一下信用卡的宽限期	34
如何查询贷记卡卡片状态	442
社保卡修改交易密码	412
客户在POS机刷卡下账了没有回执单据是交易成功了吗	370
怎样才能申请PlN码	79
核准类账户分为几种	363
可以帮我开通借记卡出入帐短信提醒吗	108
手机银行怎么分享给别人	221
解除贷记卡短信通知	200
储蓄卡定期存款余额通过什么方式可以查询	389
惠农贷还款	461
我想查一下我的储蓄卡有多少钱	146
麻烦你帮我关掉贷记卡短信服务	200
您好请问一下惠民卡贷款要如何还贷	187
房贷可以手机上还吗	461
贷记卡办理账单分期的时间	190
难受	112
什么是校园贷记卡	275
现金分期有没有积分	407
怎么修改微信银行动户提醒绑定账户	430
三类账户销户如何处理	286
手机无法下载新版的农村信用社掌上银行	221
怎么办理农信信用卡	230
贴息贷款可以贷吗	228
怎样关掉借记卡的短信提醒	151
通过微信银行怎样缴话费	117
用手机银行存的定期怎么转到活期	102
银行卡被盗刷如何处理	60
如何查看手机银行账户名	498
如何缴纳水费	54
不同系统的手机下载手机银行方式一样吗	221
申请信用卡需要什么资料	230
什么是贷记卡	161
金碧贷记卡额度	4
怎么还信用卡	109
如何开通三惠卡	228
手机可以还贷款吗	461
信用卡办理现金分期可以提前还款吗	12
我在手机银行里面缴社保提示未查询到您的参保信息	272
货款申请提交后就能贷到款了吗	228
为什么银行卡不能充话费	142
手机银行转账提示交易已受理请等待银行审核是什么意思	416
可以在个贷中心贷款吗	228
在移动云证书上如何提升额度	79
我要信用卡怎么在手机上申请	230
信用卡还款宽限期	34
怎么更改借记卡预留手机号	124
手机银行三惠卡还款流程	187
逾期多天会影响个人	98
账单分期提前还款操作	354
信用卡怎么查明细	96
怎样可以申请到农信社的信用卡	230
手机银行转帐为什么要输PIN码	227
关闭贷记卡安全锁的渠道	270
电子银行承兑汇票保证业务类型介绍	383
附近都有哪些网点	308
普洱工会卡是什么卡	366
我卡里的钱莫名不见了	60
我办的信用卡2个月了怎么还下不来	19
怎么把Ⅲ类虚拟账户升级为Ⅱ类虚拟账户	287
请问从卡上可以提钱到微信吗	482
如何使用微信银行缴纳交通罚款	222
信用卡可以去柜台上还款吗	109
贷款扣费每天每天是在什么时候	228
背书转让提示失败如何解决	377
我想要先还款按日贷	420
无息贷款的申请流程	228
我想查询下我的贷款利息那个时候还	461
草尼玛	292
校园贷记卡业务开办注意事项	276
可以提前还一下现金分期吗	12
在手机上可以贷款吗	228
通过什么渠道可以办理现金分期提前还款	12
可以微信还贷记卡的欠款吗	109
云南农信社能贷款到钱吗	228
我身份证过了怎么办	199
如何通过电话银行申请账单分期提前还款	354
自助设备转账流程	468
取现产生的利息是怎么计算的	192
我想查询社会保障卡的余额	146
惠农卡怎么办理	228
贷款怎么还款不了啊	461
银行卡被盗刷了	60
我的钱转到云南农信时账号跟姓名添错了会退钱吗	433
为什么卡里有钱按日贷却显示没有可用余额	211
怎样解除借记卡短信通知	151
怎么才可以还岱款	461
农信交交通罚款的功能在哪里	222
贷款需要哪些手续	228
短信银行开通是不是每个月扣话费3元	409
社保卡有几种密码	412
怎么兑换信用卡积分	456
贷记卡是不是信用卡	161
你们家的信用卡怎么办理	230
缴话费有哪些方式	117
填写资料快一个月了信用卡怎么还不到	19
外币定期存款时间可以自己选择吗	66
我想咨询下贷款还款	461
逾期是指哪种情况	98
我在积分商城下单了还能不能修改寄送地址	408
我留过号码了存钱都有短信通知微信绑定不了	124
在手机上转账能在银行打转账凭证吗	432
云南农信能不能交车辆违章罚款	222
农村信用社客服电话打不通	217
怎样办理个人手机银行行内转账	481
手机银行还贷款怎么还	461
贷记卡关联自扣还款需要注意哪些问题	464
我的贷款可以在手机银行上还吗	461
如何关闭手机银行指纹密码	402
POS终端机刷卡时发生错账怎么处理	370
安心贷如何办理退保	196
如何添加变更微信行动户提醒	430
信用卡按什么顺序还款	420
农信信用卡怎么办理	230
缴水费有哪几种方式	54
我咋看见自己的储蓄卡卡号	63
企业账户有哪几种	362
您好我想问一下怎么办信用卡	230
腾讯显示到账银行卡里没有是什么意思	450
信用卡通过多长时间能到卡	19
怎么在微信上申请贷款	228
如何查询在售的理财产品	480
个人网银pin密码忘记了怎么更改	262
注销Ⅱ类账户的渠道有哪些	285
之前绑定的号码不用了现在怎么登陆微信啊	124
在微信银行微银行里包含哪些业务	30
借记卡可不可以申请按日贷	183
我想把我的储蓄卡短信通知关了	151
贷记卡到期是否还能使用	77
换了手机怎么登录手机银行	255
我想了解一下理财产品收益兑付日	13
信用卡还款是自己扣的吗	109
如何查询我的定期是否会自动转存	158
怎样解锁企业网上银行登录密码呢	17
登的时候要设备验证手机号码没用了	147
对公账户柜面转账分为哪些情况	334
信用卡的交易密码可以修改吗	206
我的个人手机银行登录密码输错了被锁定会自动解锁吗	171
个人手机银行怎么申请信用卡	230
补到的信用卡需要还款吗	428
账户通我没有开通问什么自己扣钱	60
设置个人手机银行账户别名步骤	491
怎样取消贷记卡短信提示	200
支票的提示付款期限是多久	399
如何查看本人的商城积分消费明细	307
通过个人手机银行怎样缴话费	117
贷款申请后贷款自助申请密码是什么密码	111
个人手机银行本行账户间的转账怎么办理	481
银行卡被别人拿走怎么办	60
网上能不能申请信用卡	230
贷一万需要什么手续	228
非柜面业务关闭了怎么办	300
手机银行普通贷款怎么还	461
可是微信已经现实到账了但银行卡上却没到	450
如何取消借记卡短信服务	151
手机上怎么打印电子回单	432
我想买理财怎么买	480
我要怎么通过96500进行查询密码修改	157
如何承兑电子银行承兑汇票	374
为什么我们三月份办理的信用卡到现在还没有发放	19
我用支付宝转账给朋友他没有收返还过来但是没有到我账	450
储蓄卡丢失补卡需要收费吗	387
制卡发卡好久到	19
贷记卡预借现金的手续费和利息的计收规则	32
社保卡芯片故障可以换卡吗	421
我想问下没有结婚证要怎么贷款	228
按日贷要求	183
可以查询信用卡总的用过多少钱吗	4
信用卡的积分怎么积	407
借记卡免密限额是多少	18
如何进行水费缴纳	54
信用卡可以在取款机上取现金吗	32
用手机银行转帐转账出现待处理	416
请问在你们银行贷款是怎么贷的	228
我想问你信用卡可以再微信上还吗	109
购买理财结束后还可以继续购买吗	131
我想查一下我的储蓄卡短信是否开了	427
定期转活期怎么弄	102
信用卡多久可以办出来	19
贷记卡积分使用方法	456
企业网银的支付密码器是一定要买的吗	311
介绍一下零存整取	303
信用卡小额免密开通的渠道	473
优抚卡的优惠	264
货款利息自动扣款功能失败	461
怎样通过微信银行缴纳交通罚款	222
我的信用卡利息按什么标准计算	192
信用卡支付密码修改	206
办理按日贷需要提交哪些材料	183
活期存折和定期存折为什么不能办理定活互转	379
需要提高手机银行审批限额怎么办	446
如何在手机上办理农村信用社的信用卡	230
贷款能提前还了在贷吗	228
办理贵金属业务的方法	472
缴话费的渠道有哪些呢	117
在我行可以开几个个人外汇电子账户	99
我之前有贷款现在还清了还可不可以借	228
哪里能看贷记卡开户行	5
可不可以帮我把这张借记卡开通的短信关了	151
按日贷贷失败	10
通过他行网上银行转账到我行账户信息错误	237
其他银行转信用社户名错怎么处理	134
手机银行登录密码忘记了怎么办	171
金碧惠商卡	25
我微信零钱提现怎么还没到	450
申请的按日贷没到我卡上	417
如何通过个人手机银行缴党费	238
为什么我从支付宝充值了还没有到账	450
要用营业执照办本行的贷款需要些什么材料	228
注册手机银行的那个账户名称是什么意思	479
按日贷怎么还	122
贷记卡逾期了可以兑换积分吗	406
为什么会造成逾期	98
登陆密码重置时人脸识别不通过怎么办	171
信用卡额度不足是什么意思	127
手机银行密码记不得了	171
查询缴费记录	495
逾期后为什么不能放款	249
没有转账和取钱为什么金额会显示转出70	60
怎么开通自助设备转账功能	208
我想了解一下贷款要些什么条件	228
信用卡免密有上限吗	139
如何更改手机银行号码	124
按日贷没扣够把钱补存到绑定的卡上能再扣吗	486
如何通过个人网上银行缴纳交通罚款	222
贷记卡自动扣款账户修改	85
银行卡贷记卡的种类	415
信用卡办理流程	230
社保卡领取规定	170
个人手机银行转账操作	481
我的二类卡可以接受转账吗	213
能不能开银联快捷支付	418
ATM转账限额是多少	219
修改贷记卡自扣还款账号	85
信用卡灵活分期申请成功后手续费怎么收	295
银行卡取钱怎么会显示作弊卡	447
请问我可以申请你们农村信用社的信用卡嘛	230
电子银行承兑汇票追索业务注意事项	381
是如何申请请货款呢	228
信用卡临时额度不可以提	291
社保卡信息变了需要重新办卡吗	421
我想绑定刚刚口挂的储蓄卡在支付宝上为什么失败了	488
怎么做现金分期	107
按日贷怎么扣款	122
请问挂失信用卡要准备什么材料	15
个贷中心里可以办贷款吗	228
申请货记卡	230
惠农贷记卡申办条件	299
交通罚款怎样通过微信银行进行缴纳	222
白金贷记卡有什么特点	386
如何申请金币贷记卡	230
公喜贷怎么还款	351
我想问一下公务卡怎么挂失	15
app怎么下载	221
手机银行如何扫码下载	221
用支付宝付款时失败了	451
我想拨打96500申请现金分期提前还款如何操作	12
云南农信微信是否支持转账	225
手机上可以还贷款利息吗	461
请问一下个人贷要些什材料	228
你怎么这么乖	169
贷款需要的资料	228
在手机银行上怎么还贷款	461
为什么微信上面的钱提现到银行卡上不见了	450
哪个时间段可以通过电子渠道个人结购汇	174
怎样交水费	54
金碧贷记卡收到短信几天可以拿到	19
ATM本人账户互转是实时到账吗	159
云南农信的理财产品有哪些类型	218
怎么进行公喜贷的换款	351
忘记手机银行的登录密码怎么找回	171
信用卡额度怎么查	4
怎么在微信交水费	54
手机银行转账输入密码就可以了吗	227
进行微信号与手机银行绑定的原因	68
我的信用卡逾期了产生的违约金和利息是怎么计算的	87
如何查询借记卡账号	63
信用卡申请多长时间	19
怎么签约手机银行账户	251
什么是军人抚优卡	263
借记卡如何缴话费	117
如何在手机银行开启借记卡短信提醒通知	108
个人手机银行移动支付单笔交易限额是多少	104
我想现金分期付款	107
请问什么是Ⅲ类账户	281
怎样在借记卡支付或存钱后可以接受短信	108
你怎么这么有礼貌呢	172
就是钱被圈存到IC里面要怎么办	7
我可以申请信用卡不	230
缴交通罚款有哪几种方式	222
个人手机银行的IP地址是什么呢	221
储蓄卡不见了可以在别的地方补办吗	57
体检积分怎么兑换	414
附卡可以记积分吗	179
转出转让不提醒	135
微信可以还贷记卡嘛	109
我怎么能让微信通知我的功能啊也就是关注平台	439
如何在公众号上还信用卡	109
云南农信在售的理财产品有些什么	218
储蓄卡换卡开户行会不会变	346
农信贷记卡咋个申请	230
那信用卡是要怎么办理	230
请问办惠民卡需要哪些手续	228
贷记卡积分转赠	136
我的按日贷还款时间是几月几日	128
怎样取消借记卡短信提示	151
贷款还清了怎么还显示在上面	461
我申请了按日贷能获得积分吗	407
贷记卡丢了	15
转账时提示待处理在哪里可以查询到记录	337
借记卡换补卡业务如何办理	356
你好我想知道下这个贷记卡账户的开户网点	5
我前期贷款没有还完现在续货可以吗	228
微信提现已经到银行卡了为什么钱不在卡里	450
我的个人手机银行被锁定了什么时候才能解锁	171
在手机上怎样申请信用卡	230
信用卡已经自扣还款了为什么钱不在贷记卡上	220
贷款利息怎么还	461
我现在需要绑定银行卡在微信上只是之前没有绑定手机号现在要怎么办	124
定期存款到期是转为活期吗	158
你太赞了	172
贷记卡无法使用	442
个人网银转账加急费是多少	256
信用卡刷卡显示额度不足的原因	127
怎么样改贷记卡邮箱	345
你好麻烦介绍一下现金分期	467
灵活分期怎么用	305
信用卡要怎么申请	230
怎么查询积分使用详情	307
我想改一下微信交易提醒的账号	430
身份证要到期了要怎么更改借记卡信息啊	199
现金分期提前还款流程	12
这次推出的信用卡办理需要些什么材料	230
怎么办惠民卡	228
电话银行如何修改借记卡查询密码	157
公务员如何申请惠民贷	14
为什么提现成功还没有到账	450
每个月什么时候可以办理分期	190
个人网银如何添加关联账号	197
可以帮我开通app转账吗	94
校园卡充值未到账如何处理	258
在惠农POS终端查询余额要不要收钱	424
赎回开放式理财产品有交易时间限制吗	20
收到的短信不是我的	297
银行卡支付密码被锁住了	6
贷记卡积分兑换途径	456
如何通过个人网上银行证书版缴水费	54
手机银行预约叫号	434
银行贷款10万元需要些什么材料和手续	228
是否已开通储蓄卡短信提醒交易业务	427
我想问下这张储蓄卡有没有被销户了	62
云南农信微信银行转账怎么操作	225
罚款交了后多少时间能查	322
手机银行转账金额达到多少需要开户行审核	445
请问一下农村信用社有针对房屋装修的贷款吗	228
已申请贷记卡要咋查询卡号	209
卡弄丢了怎样挂失信用卡	15
我还了按日贷本金为什么查不到	128
手机银行如何办理灵活分期提前还款	168
贷款需要哪些材料	228
我有没有办理过灵活分期	261
如何通过个人手机银行缴水费	54
能解释下一般存款账户	392
我要用社保卡存钱需要输入哪种密码	412
将微信号与手机银行绑定有什么好处	64
自助设备转账撤销要在什么时间范围内	162
我想找这个月头转账的电子回执单	432
你知道的好多呀	172
我未更换过电脑也没有换过网络但还是提示IP地址发生变化为保障账户安全请重新登录是怎么回事呢	489
手机银行移动支付支付流程	36
个人房贷提前还款	461
可不可以办信用卡	230
贷记卡申请后几天能办到	19
小额免密如何修改	18
什么是贷记卡安全锁中的磁条无卡交易	271
个人网银登录密码锁定后多久会解锁	45
只要是云南农信的账户都可以签约网关支付吗	125
企业账户印鉴如何挂失	396
个人手机银行手续费标准是什么	76
取现金就是按日贷吗	70
农信社的储蓄卡怎么收小额账户管理费	58
我进来才存的钱无缘无故没有了	60
外币存定期有哪几个档期	66
贷款怎么还款	461
手机银行移动支付限额如何开通	455
怎么绑定银行卡在微信上	482
三年期的贷款需要每年还款在货吗	461
核销借记卡	81
快捷支付怎么开通	418
微信绑定账能做什么	64
在手机上可以完成对手机银行提高转帐的额度	241
个人手机银行转账需要输云证书p是怎么回事	227
如何查我的信用卡额度	4
手机银行转账后提示交易已受理请等待银行审核	416
进行微信号与手机银行绑定有什么用	68
一张卡已经开通了个人网银另外一张银行卡怎么关联	197
信用卡跟金碧货记卡是一样的吗	161
我要办理借记卡手机短信提醒	108
借记卡交易额小于100元都不会有短信提醒吗	135
怎么在这上面不可以申请信用卡	230
我收到了一条贷款短信是什么情况	39
如何在微信上查询存钱卡余额	146
借记卡书面挂失免费吗	387
手机银行登录密码重置人脸识别怎么都通过不了怎么办	171
掌柜钱包赎回后多久到账	478
信用卡怎么补办	15
转账支票进账有什么注意事项	398
注册大众版个人网银的注意事项	155
查一下借记卡余额	146
农信贷款杂个贷发	228
按日贷是什么	70
电子银行承兑汇票的特点	400
我要使用个人手机银行把活期存款转为定期存款怎么操作	236
贷记卡的用处	161
将微信号与手机银行绑定有什么便捷功能	64
手机银行转账单笔落地限额是多少	445
为啥扣我14元	60
理财产品的开放期可以赎回理财产品吗	226
手机银行转账要收多少手续费	76
为什么还不了贷款	461
安卓手机怎么下载手机银行	221
按日贷最高额度是多少	211
还款够多久能再次贷款	228
我想把手机银行的移动云证书取消了	314
怎么进行借记卡流水打印	61
服务可以的	323
我银行卡莫名其妙被扣钱	60
按日贷如果贷一年是先息后本吗	122
捡到银行卡如何处理	180
按日贷还款账户上的钱是够的为什么只扣了部分	55
改一下信用卡电子账单地址	298
什么时候可以办理分期	190
你好请金碧贷记卡是什么卡信用卡吗	161
怎么在电子现金圈存额度	340
我想用手势密码方式登录手机银行	403
白金贷记卡年费收多少	452
补卡收费吗	338
怎么可以申请信用卡	230
在自助存取款机上转账多久能到	159
取到假币怎么回事	431
微信提现怎么弄	482
我想了解一下外汇牌价	52
可以设定时间自动转账吗	67
请问我通过你们银行总的交了几次养老保险了	457
惠农POS终端上取款每天最多可以取多少	425
信用卡扣款账户怎么修改	85
我的信用卡已经还款了额度怎么还没有恢复	40
企业网银代发工资是实时发起的交易吗可不可以撤销	330
我的贷记卡额度有点低可以提高吗	288
手机被偷了需要挂失我的储蓄卡吗	9
用信用卡消费为什么会有利息	192
我申请的贷款能不能审批下来	228
按日贷有没有手续费	243
移动云证书已申请成功了现在想取消怎操作	314
到银行里贷款需要带什么证件	228
电子银行手机号码设置	147
关闭借记卡短信提醒	151
个人网银转账免费吗	256
贷款有什么要求用结婚证可以贷款吗	461
按日贷没扣够把钱补存到绑定的卡怎么没扣	486
云南农信的存折和卡都支持理财签约吗	103
贷款到期了但没有钱还可以在延期一年吗	228
企业账户怎么换法人信息	423
查个人征信报告是免费的吗	86
小姐	205
存到信用卡里吗还是我还款的借记卡啊	109
顾客付款怎么才能收到提醒	302
银行卡里无缘无故转出110	60
按日贷银行已扣款但是借记卡没有收到款	417
拨打96500可不可以进行活期转定期	236
我如何通过手机银行办理账单分期提前还款	354
我用农业银行手机转账转到农村信用社名字对的但帐号错了要去贵行办理吗	134
如何签约ATM转账协议	208
借记卡资金流动接收信息怎样开通	108
个人按揭贷款怎么办	228
怎么申请白金贷记卡	230
我有一笔贷记卡消费记录当时未成功但额度已下账现在查询到POS交易记录已冲正但贷记卡额度未冲正	370
如何打借记卡流水	61
可以修改借记卡小额免密限额吗	18
如何办理三惠卡放款	140
个人手机银行跨行加急费	76
您好请问忘了手机银行登录密码该怎么办	171
使用个人手机银行购买理财产品提示该账号未签约怎么操作	41
按日贷的申请条件	183
我想设置对公账户查询密码	388
绑定余额提醒发信息的那个电话不是我的	297
信用卡有多少利息	192
你好我能不能不开通借记卡短信功能	151
ATM机跨行转账要多久	159
客服电话可以修改银行预留手机号吗	124
我想咨询一下没有买房可以办理惠民卡吗	228
ATM跨行转账流程	468
请帮查讯按日贷	128
查一下贷款进度	228
在手机银行上转账怎么看电子回单	432
个人网银能申请现金分期提前还款吗	12
申请的贷款什么时候可以到账	228
贷款申请好久了还在没有通知我	228
请问借记卡怎么没有消费信息提示吗	427
通过个人手机银行怎样缴水费	54
我在银行留存的证件有效期即将到期要去哪里办理	199
贷款还款后还可以在贷吗	228
怎么下载手机银行云证书	79
能收到短信绑定不了微信怎么回事	124
自助设备本人账户互转为什么还没有到账	159
如何在手机上面还贷记卡	109
微信提的钱还没有到卡上是怎么回事	450
贷记卡申请通过了一个月了怎么还没到	19
贷款借不了怎么申请	228
个人手机银行移动支付可以用来干什么	75
请问一下云南省农村信用社联合社关注哪个公众号	454
手机银行社保缴纳查询不到参保信息	272
要怎么还贷款	461
贷记卡的哪些费用不算积分	407
小额免密单笔累计限额是多少	18
请把我的储蓄卡短信服务关掉	151
如何还按日货	122
对公结算账户的种类	363
农村信用社怎么借钱	228
通过转帐到信用卡上就算还款了吗	109
如何添加变更微信银行动户提醒绑定借记卡账户	430
通过个人手机银行怎样设置账户别名	491
我想了解办理军人优抚卡需要什么资料	265
贷记卡申请后多长时间能拿到	19
个人网上银行证书版收费标准是什么	256
信用卡临时额度怎么申请	289
我的贷记卡已经注销了还能进行积分兑换吗	406
哪些渠道支持ApplePay支付	37
追索业务有哪些要注意的	381
现在可以办信用卡吗	230
通过他行手机银行转我行账户信息填写错误	134
我的贷款额度没用完可以接着贷吗	228
掌柜钱包有风险吗	189
支付宝早就提示到账银行卡上却没有	450
贷款到期无偿还能力偿还该怎么处理	228
云南农信在售的理财产品有哪些	218
怎样下载个人手机银行客户端	221
我能在理财平台签约多张借记卡吗	185
借记卡怎么交费	142
我的银行卡被ATM机吞了	80
通过手机银行办理灵活分期提前还款	168
个人网银证书版与大众版使用上有什么不同	154
个人客户手机银行交易验证规则	227
使用个人手机银行怎样转账到其他银行	481
帮我查一下信用卡什么时候办好	19
查询银行卡状态	62
换了新卡无法收到他行转来的账	433
小额贷款申请多少天可以审批	228
怎样通过个人网上银行证书版将定期转活期	102
手机银行跨行转账手续费怎么收	76
Goodafternoon	50
云证书PIN码是在哪里	241
留了手机号怎么会提示未留客户手机号了	124
身份信息更新只能到柜台么	199
货款需要什么手续	228
从哪里找云南农村手机银行	221
手机银行扫码转账	336
开通短信银行收费吗	409
我想请问一下为什么我的余额会少了60元呢	60
超过年度总额的结汇去哪里办理	182
银行卡不见了补领新卡	356
电子银行承兑汇票是指什么	400
我需要货款可以吗	228
金碧惠农贷记卡办卡一般多长时间	19
办信用卡要些什么条件才可以办啊	230
账单分期怎么用	257
什么是本代他银联交易	357
客户扫码支付的资金怎么还不到账	267
个人手机银行转账时要输入云证书PIN码是什么意思	227
贷记卡已自主还款后关联账户重复扣款的原因	191
能否帮我注销一下信用卡	194
我想问一下申请的贷记卡几天能收到	19
个人手机银行跨行手续费怎么收取	76
你是男的还是女的呢	198
怎么申请社保卡	170
办信用卡需要些什么条件跟证明呢	230
怎么通过电话银行进行转账	441
使用个人网上银行证书版在使用过程中有何建议	114
信用卡账单分期申请成功后手续费怎么收	320
公喜贷是什么东西	347
按日贷一天之内能申请多少额度	211
信用卡申请按日贷以后还有额度可以刷吗	211
贷记卡账单自扣还款账户怎样修改	85
手机银行移动支付在什么渠道使用	483
短信银行的收费标准是怎么样的	409
个人网上银行证书版怎样进行账号签约	197
手机银行扫一扫业务介绍	75
货款还了再云南农信App可以申请货款吗	228
小额无息贷款办理	228
贷款申请提交后没有收到贷款预约已受理的信息	228
如何用身份证查贷记卡账号	209
通过什么方式可以打印我的明细	61
借记卡号码怎么查	63
使用pos机免费吗	369
满足什么条件可以申请按日贷	183
贷记卡电子现金圈提是指什么	215
信用卡怎么才可以申请呀	230
我的信用卡能正常使用吗	442
农村信用社有信用卡吗	415
小额消费贷款如何申请和具体流程与申请条件	228
如何查询按日贷信息	128
手机银行转账累计落地限额是多少	445
信用卡附卡销户办理渠道	466
忘记手机银行的登录密码怎么办	171
如何开通信用卡账单信函寄送方式	422
银行卡在支付宝上的限额我要更改	410
能不能在手机上申请贷款	228
个人手机银行怎么下载	221
信用卡刷卡额度不足	127
按日贷是什么意思	70
云证书PIN码要输什么	241
登录密码手势修改	404
我想问一下我的工资卡贷款最多能贷多少	228
按日代每月还的是利息吗	122
注册大众版个人网上银行常见问题解答	155
信用卡到期后还能用吗	77
预留手机号变更了短信接受号码给会变	124
有车贷没还完可以贷款吗	228
ATM转账需要多久到账	159
信用卡能不能提升永久额度	288
借记卡二类帐户限额	213
可以网上挂失我的贷记卡吗	15
为什么我的违约金有这么多	87
刚刚提现了435元怎么卡里没有啊	450
怎么查询贷记卡开户行	5
请问如果个人申请货款一般时间多长	228
请问可不可以开通银行卡转账到账短信提醒业务啊	108
怎么激活新补的卡片	156
信用卡在境外的消费如何处理	214
他行转账未收到	38
更换新设备后如何登录手机银行	255
按日贷能分期吗	122
如何圈提借记卡电子现金	7
更换了手机能登录手机银行吗	255
按日贷到期怎么还款	122
电话银行可不可以进行现金分期提前还款申请	12
修改我的贷记卡还款账号	85
我的信用卡状态正常吗	442
柜面办理理财解约时需要提供的资料有哪些	195
Iphone哪些系统版本支持ApplePay	132
如何半信用卡	230
从信用社贷款现已到期无偿还能力偿还该如何处理	228
银行卡扣款但是没有到支付宝账户上	450
如何通过电话银行修改我的查询密码	157
手机银行转账多少需要落地	445
开启移动支付小额免密支付流程	149
外币可以办理定期吗	3
灵活分期提前还款	168
惠农POS终端机跨行转账到账时间	371
什么是设备别名	476
通过他行网上银行证书版转我行账号转账完成才发现名字弄错了怎么办	237
按日贷长时间不到账	417
如何开启储蓄卡短信通知	108
如何用手机申请信用卡	230
ATM机取款什么显示余额不足	175
ApplePay在哪些商户可以使用	37
储蓄卡怎么解绑短信提醒	151
按日贷申请后资金不到账户	417
贷记卡现金分期后每月还款钱从哪里扣	109
所有的信用卡交易短信如何收到	361
你好我开通了手机银行但是登录密码记不得了该怎么办啊	171
无卡取款预约撤销操作	252
我想请问下为什么从昨天这个借记卡消费的都没收到短信	135
贷记卡即将到期可以修改账单地址吗	232
微银行包含哪些功能	30
信用卡可以使用多久	130
更新身份证有效期	199
我想知道信用社手机银行网址是多少	221
首次登录企业网上银行如何设置PIN码	97
我想申请个人贷	228
我需要查询信用卡卡片状态	442
现在给可以用林权证抵押货款吗	228
手机银行怎么扫码下载	221
怎么查询贷记卡号码	209
什么商户可以扫码收钱	458
我的卡一百以下不会发信息	325
灵活分期查询	261
个人手机银行的官方网址是多少	221
现金分期我要提前还款	12
哪些条件可以领取个人手机银行资金安全险	29
可不可以把这张借记卡的短信提醒关了	151
如何申请办理信用卡	230
个人网上银行大众版与个人网上银行证书版功能一样吗	154
白金借记卡优惠政策有哪些	315
办理信用卡需要些什么东西	230
如何还货款欠息	461
已经挂失了的银行卡上还有电子现金还可以用吗	7
金碧惠商卡有什么特点	25
我这个银行卡上有绑定手机号的但是钱到账怎么没有信息提醒	135
你好乖	169
可以提前还房货吗	461
怎么查询贷记卡信用记录	341
资金被盗	60
个人手机银行怎么活期转定期	236
白金贷记卡申请条件	386
可以在网上办理农村信用社贷记卡吗	230
为什么借记卡扣了费没有显示短信	135
给你32个赞	172
微信银行申请贷款操作步骤	228
移动代理商代缴费业务的含义	274
按日贷还款的银行卡上有钱为什么只扣了部分	55
麻烦你帮我关掉外汇短信服务	177
为何使用个人网上银行证书版实时转账已扣款但是对方没有收到钱提示交易超时请查询明细确定是否下账	120
绑定支付宝提示未登记手机号码	124
怎么办理你们农村信用社的信用卡	230
我想办一张惠民卡具体应该怎么办	228
登录微信银行的密码忘记了怎么办	344
安卓手机怎么下载手机银行客户端	221
我的信用卡把钱存进去了没有自扣还款	464
电子银行承兑汇票付款期限从哪一天开始算	373
在手机银行上转款转款待处理怎么办	416
个人手机银行本行跨州市手续费怎么收取	76
对公业务可以在企业网银办理投资理财吗	333
我在公众号申请贷款好几天了都没人联系我	228
手机申请贷款是手机上操作就行了吗还是要到网点办理	228
我的社保卡信息是错误的	421
我记得企业网上银行PIN码是对的但输了几次系统都说是错误的怎么办	152
信用卡账单分期最短支持多少期	47
办信用卡要做些什么步骤	19
怎么查询养老保险金是否已交	457
现在有管理费吗	58
我想问一下如何贷款	228
信用卡消费怎样还	109
按日贷申请后信用卡还有额度吗	211
开启移动支付小额免密支付步骤	149
借记卡信息通知服务	108
已办理了信用卡已绑定了还款账号到期是否会自动扣款	464
手机银行移动支付是扫描二维码就可以付款吗	75
我微信提现的钱呢	450
请问一下怎么小额贷款	228
信用卡自动还款后没有额度	40
现金分期简介	467
企业网上银行登录密码可以重置吗	17
贷记卡小额免密功能开通	473
信用卡交易密码修改	206
我想帮我的借记卡短消息服务取消	151
我的借记卡卡开了信息提醒吗	427
我申请的信用卡怎么还没到	19
怎样设置储蓄卡不达到100也要信息提醒呢	325
如何开通贷记卡短信	361
